sep=;
CNAE;CNAE_numerico;Secao;Secao_descricao;Divisao;Grupo;Classe;Subclasse;Atividade;CBMPE_nivel;CBMPE_descricao;Anexo;Nivel_de_risco;Descricao_do_nivel;Dispensa_licenciamento_previo;Pagina_DOE;Alterado_por_errata
0321-3/04;0321304;A;Agricultura, pecuária, produção florestal, pesca e aquicultura;03;032;0321-3;04;Criação de peixes ornamentais em água salgada e salobra;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0321-3/05;0321305;A;Agricultura, pecuária, produção florestal, pesca e aquicultura;03;032;0321-3;05;Atividades de apoio à aqüicultura em água salgada e salobra;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0321-3/99;0321399;A;Agricultura, pecuária, produção florestal, pesca e aquicultura;03;032;0321-3;99;Cultivos e semicultivos da aqüicultura em água salgada e salobra não especificados anteriormente;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0322-1/01;0322101;A;Agricultura, pecuária, produção florestal, pesca e aquicultura;03;032;0322-1;01;Criação de peixes em água doce;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0322-1/02;0322102;A;Agricultura, pecuária, produção florestal, pesca e aquicultura;03;032;0322-1;02;Criação de camarões em água doce;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0322-1/03;0322103;A;Agricultura, pecuária, produção florestal, pesca e aquicultura;03;032;0322-1;03;Criação de ostras e mexilhões em água doce;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0322-1/04;0322104;A;Agricultura, pecuária, produção florestal, pesca e aquicultura;03;032;0322-1;04;Criação de peixes ornamentais em água doce;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0322-1/05;0322105;A;Agricultura, pecuária, produção florestal, pesca e aquicultura;03;032;0322-1;05;Ranicultura;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0322-1/06;0322106;A;Agricultura, pecuária, produção florestal, pesca e aquicultura;03;032;0322-1;06;Criação de jacaré;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;43;Não
0322-1/07;0322107;A;Agricultura, pecuária, produção florestal, pesca e aquicultura;03;032;0322-1;07;Atividades de apoio à aqüicultura em água doce;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0322-1/99;0322199;A;Agricultura, pecuária, produção florestal, pesca e aquicultura;03;032;0322-1;99;Cultivos e semicultivos da aqüicultura em água doce não especificados anteriormente;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0500-3/01;0500301;B;Indústrias extrativas;05;050;0500-3;01;Extração de carvão mineral;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0500-3/02;0500302;B;Indústrias extrativas;05;050;0500-3;02;Beneficiament o de carvão mineral;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0600-0/01;0600001;B;Indústrias extrativas;06;060;0600-0;01;Extração de petróleo e gás natural;III;Risco alto;II;II ou III;Risco médio ou moderado, ou risco alto;Não;38;Não
0600-0/02;0600002;B;Indústrias extrativas;06;060;0600-0;02;Extração e beneficiament o de xisto;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0600-0/03;0600003;B;Indústrias extrativas;06;060;0600-0;03;Extração e beneficiament o de areias betuminosas;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0710-3/01;0710301;B;Indústrias extrativas;07;071;0710-3;01;Extração de minério de ferro;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0710-3/02;0710302;B;Indústrias extrativas;07;071;0710-3;02;Pelotização, sinterização e outros beneficiament os de minério de ferro;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0721-9/01;0721901;B;Indústrias extrativas;07;072;0721-9;01;Extração de minério de alumínio;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0721-9/02;0721902;B;Indústrias extrativas;07;072;0721-9;02;Beneficiament o de minério de alumínio;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0722-7/01;0722701;B;Indústrias extrativas;07;072;0722-7;01;Extração de minério de estanho;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0722-7/02;0722702;B;Indústrias extrativas;07;072;0722-7;02;Beneficiament o de minério de estanho;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0723-5/01;0723501;B;Indústrias extrativas;07;072;0723-5;01;Extração de minério de manganês;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0723-5/02;0723502;B;Indústrias extrativas;07;072;0723-5;02;Beneficiament o de minério de manganês;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0724-3/01;0724301;B;Indústrias extrativas;07;072;0724-3;01;Extração de minério de metais preciosos;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0724-3/02;0724302;B;Indústrias extrativas;07;072;0724-3;02;Beneficiament o de minério de metais preciosos;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0725-1/00;0725100;B;Indústrias extrativas;07;072;0725-1;00;Extração de minerais radioativos;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0729-4/01;0729401;B;Indústrias extrativas;07;072;0729-4;01;Extração de minérios de nióbio e titânio;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0729-4/02;0729402;B;Indústrias extrativas;07;072;0729-4;02;Extração de minério de tungstênio;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0729-4/03;0729403;B;Indústrias extrativas;07;072;0729-4;03;Extração de minério de níquel;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0729-4/04;0729404;B;Indústrias extrativas;07;072;0729-4;04;Extração de minérios de cobre, chumbo, zinco e outros minerais metálicos não-ferrosos não especificados anteriormente;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0729-4/05;0729405;B;Indústrias extrativas;07;072;0729-4;05;Beneficiament o de minérios de cobre, chumbo, zinco e outros minerais metálicos não-ferrosos não especificados anteriormente;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0810-0/01;0810001;B;Indústrias extrativas;08;081;0810-0;01;Extração de ardósia e beneficiament o associado;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0810-0/02;0810002;B;Indústrias extrativas;08;081;0810-0;02;Extração de granito e beneficiament o associado;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0810-0/03;0810003;B;Indústrias extrativas;08;081;0810-0;03;Extração de mármore e beneficiament o associado;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0810-0/04;0810004;B;Indústrias extrativas;08;081;0810-0;04;Extração de calcário e dolomita e beneficiament o associado;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0810-0/05;0810005;B;Indústrias extrativas;08;081;0810-0;05;Extração de gesso e caulim;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;15;Não
0810-0/06;0810006;B;Indústrias extrativas;08;081;0810-0;06;Extração de areia, cascalho ou pedregulho e beneficiament o associado;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
0810-0/07;0810007;B;Indústrias extrativas;08;081;0810-0;07;Extração de argila e beneficiament o associado;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
0810-0/08;0810008;B;Indústrias extrativas;08;081;0810-0;08;Extração de saibro e beneficiament o associado;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
0810-0/09;0810009;B;Indústrias extrativas;08;081;0810-0;09;Extração de basalto e beneficiament o associado;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
0810-0/10;0810010;B;Indústrias extrativas;08;081;0810-0;10;Beneficiament o de gesso e caulim associado à extração;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
0810-0/99;0810099;B;Indústrias extrativas;08;081;0810-0;99;Extração e britamento de pedras e outros materiais para construção e beneficiament o associado;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
0891-6/00;0891600;B;Indústrias extrativas;08;089;0891-6;00;Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
0892-4/01;0892401;B;Indústrias extrativas;08;089;0892-4;01;Extração de sal marinho;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
0892-4/02;0892402;B;Indústrias extrativas;08;089;0892-4;02;Extração de sal-gema;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
0892-4/03;0892403;B;Indústrias extrativas;08;089;0892-4;03;Refino e outros tratamentos do sal;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;38;Não
0893-2/00;0893200;B;Indústrias extrativas;08;089;0893-2;00;Extração de gemas (pedras preciosas e semipreciosas );I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
0899-1/01;0899101;B;Indústrias extrativas;08;089;0899-1;01;Extração de grafita;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
0899-1/02;0899102;B;Indústrias extrativas;08;089;0899-1;02;Extração de quartzo;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
0899-1/03;0899103;B;Indústrias extrativas;08;089;0899-1;03;Extração de amianto;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
0899-1/99;0899199;B;Indústrias extrativas;08;089;0899-1;99;Extração de outros minerais não-metálicos não especificados anteriormente;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
0910-6/00;0910600;B;Indústrias extrativas;09;091;0910-6;00;Atividades de apoio à extração de petróleo e gás natural;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
0990-4/01;0990401;B;Indústrias extrativas;09;099;0990-4;01;Atividades de apoio à extração de minério de ferro;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
0990-4/02;0990402;B;Indústrias extrativas;09;099;0990-4;02;Atividades de apoio à extração de minerais metálicos não-ferrosos;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
0990-4/03;0990403;B;Indústrias extrativas;09;099;0990-4;03;Atividades de apoio à extração de minerais não-metálicos;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
1011-2/01;1011201;C;Indústrias de transformação;10;101;1011-2;01;Frigorífico -abate de bovinos;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
1011-2/02;1011202;C;Indústrias de transformação;10;101;1011-2;02;Frigorífico -abate de eqüinos;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
1011-2/03;1011203;C;Indústrias de transformação;10;101;1011-2;03;Frigorífico -abate de ovinos e caprinos;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
1011-2/04;1011204;C;Indústrias de transformação;10;101;1011-2;04;Frigorífico -abate de bufalinos;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
1011-2/05;1011205;C;Indústrias de transformação;10;101;1011-2;05;Matadouro -abate de reses sob contrato -exceto abate de suínos;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
1012-1/01;1012101;C;Indústrias de transformação;10;101;1012-1;01;Abate de aves;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
1012-1/02;1012102;C;Indústrias de transformação;10;101;1012-1;02;Abate de pequenos animais;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
1012-1/03;1012103;C;Indústrias de transformação;10;101;1012-1;03;Frigorífico -abate de suínos;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
1012-1/04;1012104;C;Indústrias de transformação;10;101;1012-1;04;Matadouro -abate de suínos sob contrato;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
1013-9/01;1013901;C;Indústrias de transformação;10;101;1013-9;01;Fabricação de produtos de carne;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
1013-9/02;1013902;C;Indústrias de transformação;10;101;1013-9;02;Preparação de subprodutos do abate;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
1020-1/01;1020101;C;Indústrias de transformação;10;102;1020-1;01;Preservação de peixes, crustáceos e moluscos;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
1020-1/02;1020102;C;Indústrias de transformação;10;102;1020-1;02;Fabricação de conservas de peixes, crustáceos e moluscos;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
1031-7/00;1031700;C;Indústrias de transformação;10;103;1031-7;00;Fabricação de conservas de frutas;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;38;Não
1032-5/01;1032501;C;Indústrias de transformação;10;103;1032-5;01;Fabricação de conservas de palmito;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;38;Não
1032-5/99;1032599;C;Indústrias de transformação;10;103;1032-5;99;Fabricação de conservas de legumes e outros vegetais, exceto palmito;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;38;Não
1033-3/01;1033301;C;Indústrias de transformação;10;103;1033-3;01;Fabricação de sucos concentrados de frutas, hortaliças e legumes;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
1033-3/02;1033302;C;Indústrias de transformação;10;103;1033-3;02;Fabricação de sucos de frutas, hortaliças e legumes, exceto concentrados;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;43;Não
1041-4/00;1041400;C;Indústrias de transformação;10;104;1041-4;00;Fabricação de óleos vegetais em bruto, exceto óleo de milho;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;43;Não
1042-2/00;1042200;C;Indústrias de transformação;10;104;1042-2;00;Fabricação de óleos vegetais refinados, exceto óleo de milho;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;43;Não
1043-1/00;1043100;C;Indústrias de transformação;10;104;1043-1;00;Fabricação de margarina e outras gorduras vegetais e de óleos não-comestíveis de animais;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;43;Não
1051-1/00;1051100;C;Indústrias de transformação;10;105;1051-1;00;Preparação do leite;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;43;Não
1052-0/00;1052000;C;Indústrias de transformação;10;105;1052-0;00;Fabricação de laticínios;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;43;Não
1053-8/00;1053800;C;Indústrias de transformação;10;105;1053-8;00;Fabricação de sorvetes e outros gelados comestíveis;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;38;Não
1061-9/01;1061901;C;Indústrias de transformação;10;106;1061-9;01;Beneficiament o de arroz;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;38;Não
1061-9/02;1061902;C;Indústrias de transformação;10;106;1061-9;02;Fabricação de produtos do arroz;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;38;Não
1062-7/00;1062700;C;Indústrias de transformação;10;106;1062-7;00;Moagem de trigo e fabricação de derivados;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;38;Não
1063-5/00;1063500;C;Indústrias de transformação;10;106;1063-5;00;Fabricação de farinha de mandioca e derivados;I;Risco baixo, irrelevante ou inexistente;I;I;Risco baixo, irrelevante ou inexistente;Sim;16;Não
1064-3/00;1064300;C;Indústrias de transformação;10;106;1064-3;00;Fabricação de farinha de milho e derivados, exceto óleos de milho;I;Risco baixo, irrelevante ou inexistente;II;II ou III;Risco médio ou moderado, ou risco alto;Não;39;Não
